,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
1847,Jacob,Kilburn,The Killer,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
1848,Dong Hyun,Kim,Stun Gun,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1
1849,Jin Oh,Kim,,"5' 9""",205 lbs.,--,Orthodox,0,4,0
1850,Dae Won,Kim,,"5' 11""",180 lbs.,--,Orthodox,11,7,0
1851,Jong Wang,Kim,,"6' 1""",240 lbs.,--,,13,23,0
1852,Jong Won,Kim,,"5' 7""",139 lbs.,--,Orthodox,0,1,0
1853,Min Soo,Kim,,"6' 1""",255 lbs.,--,Southpaw,3,7,0
1854,Jong Man,Kim,Special Force,"5' 7""",139 lbs.,--,Orthodox,23,11,3
1855,Ji Yeon,Kim,Firefist,"5' 7""",125 lbs.,"72.0""",Orthodox,9,7,2
1856,MinWoo,Kim,Korean MOAI,"5' 8""",135 lbs.,"72.0""",Orthodox,10,2,0
1857,HanSeul,Kim,Spade,"6' 1""",170 lbs.,"74.0""",Southpaw,13,5,0
1858,KyeungPyo,Kim,Redhorse,"5' 9""",155 lbs.,"71.0""",Orthodox,11,4,0
1859,Sangwook,Kim,Frogman,"6' 0""",155 lbs.,"72.0""",Orthodox,8,2,0
1860,SangWon,Kim,No Problem,"5' 9""",145 lbs.,"69.0""",Orthodox,10,5,1
1861,Jeremy,Kimball,,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0
1862,Rob,Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0
1863,Dustin,Kimura,The Diamond,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0
1864,Taiei,Kin,,"5' 11""",185 lbs.,--,Orthodox,6,3,0
1865,Mike,King,,"6' 3""",185 lbs.,--,,5,1,0
1866,Kyle,Kingsbury,Kingsbu,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0
1867,Yusaku,Kinoshita,,"6' 0""",170 lbs.,"71.0""",Southpaw,6,2,0
1868,Kamuela,Kirk,The Jawaiian,"5' 10""",155 lbs.,"75.0""",Switch,12,5,0
1869,Yurij,Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,4,0
1870,Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0
1871,Koji,Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0
1872,Satoru,Kitaoka,,"5' 6""",154 lbs.,--,,40,14,9
1873,Top Noi,Kiwram,,"5' 5""",125 lbs.,"67.0""",Southpaw,9,5,0
1874,Ludovit,Klein,Mr. Highlight,"5' 7""",155 lbs.,"72.0""",Southpaw,19,4,1
1875,Seth,Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0
1876,Stefan,Klever,,--,185 lbs.,--,Orthodox,6,1,0
1877,Felix,Klinkhammer,,"6' 0""",170 lbs.,--,,7,0,0
1878,Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,2,1
1879,Michael,Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,22,3
1880,Kevin,Knabjian,,"5' 10""",170 lbs.,--,Orthodox,12,7,1
1881,Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0
1882,William,Knight,Knightmare,"5' 10""",205 lbs.,"73.0""",Orthodox,11,5,0
1883,Josefine,Knutsson,Thunder,"5' 3""",115 lbs.,"61.0""",Orthodox,4,0,0
1884,Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4
1885,Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,19,3,1
1886,Erik,Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0
1887,Sokun,Koh,,"6' 1""",205 lbs.,--,,4,1,0
1888,Shingo,Kohara,,"5' 6""",135 lbs.,--,,1,0,0
1889,Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,12,15,0
1890,Charlie,Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1
1891,Tsuyoshi,Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,27,19,2
1892,Kaloyan,Kolev,,"6' 2""",205 lbs.,"73.0""",Orthodox,10,1,0
1893,John,Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,9,0
1894,Yuki,Kondo,,"5' 11""",183 lbs.,--,Southpaw,60,33,9
1895,Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0
1896,Cheick,Kongo,,"6' 4""",240 lbs.,"82.0""",Orthodox,27,10,2
1897,Andrei,Kopylov,,"6' 2""",265 lbs.,--,Orthodox,6,11,0
1898,Roman,Kopylov,,"6' 0""",185 lbs.,"75.0""",Southpaw,10,2,0
1899,Bruno,Korea,,"5' 6""",135 lbs.,"65.0""",,7,3,0
1900,Andrey,Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0
1901,Josh,Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,17,11,0
1902,Steven,Koslow,Obi Won Shinobi The Pillow,"5' 7""",125 lbs.,"69.0""",Switch,6,1,0
1903,Naoyuki,Kotani,,"5' 8""",155 lbs.,"66.0""",Southpaw,34,14,7
1904,Ilya,Kotau,,--,170 lbs.,--,,1,2,0
1905,Iouri,Kotchkine,,"6' 2""",235 lbs.,--,Orthodox,7,4,1
1906,Matt,Kovacs,300,"6' 0""",244 lbs.,--,Orthodox,12,16,0
1907,Marcus,Kowal,,--,135 lbs.,--,,3,1,1
1908,Karolina,Kowalkiewicz,,"5' 3""",115 lbs.,"64.0""",Orthodox,15,7,0
1909,Steve,Kozola,,--,155 lbs.,--,,8,0,0
1910,Derrick,Krantz,D-Rock,"5' 10""",170 lbs.,"72.0""",Orthodox,22,12,0
1911,James,Krause,The,"6' 2""",170 lbs.,"73.0""",Orthodox,28,9,0
1912,Pascal,Krauss,Panzer,"6' 1""",170 lbs.,--,Orthodox,11,2,0
1913,Rene,Kronvold,,"5' 8""",170 lbs.,--,Orthodox,5,1,0
1914,Jorgen,Kruth,The Last Viking,"6' 2""",205 lbs.,--,,5,0,0
1915,Nikita,Krylov,The Miner,"6' 3""",205 lbs.,"77.0""",Orthodox,30,9,0
1916,Mariusz,Ksiazkiewicz,The Iron Pol,"6' 3""",185 lbs.,"75.0""",Southpaw,8,1,0
1917,Junya,Kudo,,--,135 lbs.,--,Orthodox,10,7,2
1918,John,Kuhner,,--,170 lbs.,--,,1,2,0
1919,Michael,Kuiper,,"6' 0""",185 lbs.,"73.0""",Orthodox,15,5,0
1920,Anton,Kuivanen,,"5' 8""",155 lbs.,"72.0""",Orthodox,24,10,0
1921,Maiju,Kujala,,--,135 lbs.,--,,6,3,0
1922,Sumit,Kumar,The Indian Kid,"5' 5""",125 lbs.,"66.0""",Orthodox,8,1,0
1923,Aleksei,Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,2,0
1924,Rizvan,Kuniev,,"6' 4""",240 lbs.,"76.0""",Orthodox,11,2,1
1925,Keigo,Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0
1926,Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2
1927,Leo,Kuntz,The Lion,"5' 10""",155 lbs.,--,Orthodox,18,4,1
1928,Korey,Kuppe,,"6' 5""",170 lbs.,"77.0""",Switch,8,4,0
1929,Ramazan,Kuramagomedov,,"6' 1""",170 lbs.,"73.0""",Orthodox,8,0,0
1930,Tsuyoshi,Kurihara,,"5' 10""",185 lbs.,--,Orthodox,10,8,2
1931,Eldari,Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0
1932,Kyle,Kurtz,,--,170 lbs.,--,,7,5,0
1933,Guram,Kutateladze,Georgian Viking,"5' 11""",145 lbs.,"72.0""",Orthodox,12,3,0
1934,Lina,Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0
1935,Kaleo,Kwan,Leo Boy,"5' 7""",155 lbs.,--,,11,16,0
1936,Jarrod,Kwitty,,"5' 8""",185 lbs.,--,,2,2,0
1937,Mike,Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,22,14,1
1938,Achmed,Labasanov,,"6' 3""",215 lbs.,--,Orthodox,7,4,0
1939,Josh,LaBerge,,"5' 10""",145 lbs.,--,,11,6,0
1940,Jeremiah,Labiano,The Kid,"5' 10""",135 lbs.,--,,11,5,0
1941,Daniel,Lacerda,Miojo,"5' 6""",125 lbs.,"70.0""",Switch,11,5,0
1942,Luan,Lacerda,,"5' 7""",135 lbs.,"71.0""",Orthodox,12,3,0
1943,Kemran,Lachinov,,--,170 lbs.,--,,3,2,0
1944,Aspen,Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,9,3,0
1945,Ryan,LaFlare,,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0
1946,Corinne,Laframboise,,--,125 lbs.,--,,8,4,0
1947,Ben,Lagman,Bad News,"6' 2""",185 lbs.,--,,6,5,0
1948,Noad,Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,11,2,0
1949,Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,--,Orthodox,5,1,0
1950,Yohan,Lainesse,White Lion,"6' 1""",170 lbs.,"76.0""",Orthodox,9,2,0
1951,Tim,Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1
1952,Todd,Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0
1953,Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,7,3,0
1954,Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,20,8,0
1955,Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,26,13,0
1956,Jose,Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,29,16,0
1957,Nate,Landwehr,The Train,"5' 9""",145 lbs.,"72.0""",Orthodox,17,5,0
1958,Austen,Lane,,"6' 6""",245 lbs.,"80.0""",Orthodox,12,3,0
1959,Aaron,Lanfranco,,--,155 lbs.,--,,5,1,0
1960,Jeremy,Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0
1961,Lionel,Lanham,,--,205 lbs.,--,,5,1,0
1962,Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,10,8,0
1963,Taylor,Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,18,3,0
1964,Chad,Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,13,4,0
1965,Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,--,Southpaw,23,7,0
1966,TJ,Laramie,,"5' 6""",145 lbs.,"66.0""",Orthodox,12,5,0
1967,Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,6,5,0
1968,Lorenz,Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,6,0
1969,Jeremy,Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0
1970,Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,42,10,0
1971,Ryan,Larson,,--,170 lbs.,--,,6,2,0
1972,Bobby,Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,15,2,0
1973,Ilir,Latifi,The Sledgehammer,"5' 10""",230 lbs.,"73.0""",Orthodox,17,9,0
1974,Sione,Latu,,"6' 0""",215 lbs.,--,,1,0,0
1975,Jenel,Lausa,,"5' 5""",125 lbs.,"68.0""",Orthodox,7,5,0
1976,Joe,Lauzon,,"5' 10""",155 lbs.,"71.0""",Orthodox,28,16,0
1977,Dan,Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,17,6,0
1978,Sandra,Lavado,Peruvian Zombie,"5' 7""",115 lbs.,"66.0""",Orthodox,10,3,0
1979,Chatt,Lavender,,"5' 8""",170 lbs.,--,,9,7,0
1980,Muhammed,Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,21,6,0
1981,Robbie,Lawler,Ruthless,"5' 11""",170 lbs.,"74.0""",Southpaw,29,16,0
1982,Tom,Lawlor,Filthy,"6' 0""",205 lbs.,"74.0""",Southpaw,10,6,0
1983,Justin,Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,10,4,0
1984,Lance,Lawrence,,"6' 1""",145 lbs.,"74.0""",Orthodox,4,1,0
1985,Ronnie,Lawrence,The Heat,"5' 8""",135 lbs.,"68.0""",Switch,8,2,0
1986,Eric,Lawson,,"6' 0""",185 lbs.,--,Orthodox,9,5,0
1987,Jimmy,Lawson,Greedy,"6' 0""",265 lbs.,"77.0""",Orthodox,4,2,0
1988,Valmir,Lazaro,Bidu,"6' 0""",155 lbs.,"73.0""",Orthodox,15,5,0
1989,Zviad,Lazishvili,,"5' 6""",135 lbs.,"69.0""",Orthodox,13,1,0
1990,Mounir,Lazzez,The Sniper,"6' 1""",170 lbs.,"76.0""",Orthodox,11,3,0
1991,Cung,Le,,"5' 9""",185 lbs.,"70.0""",Southpaw,9,3,0
1992,Thanh,Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0
1993,Jordan,Leavitt,The Monkey King,"5' 9""",155 lbs.,"71.0""",Southpaw,11,2,0
1994,Jerome,LeBanner,,"6' 3""",265 lbs.,--,Southpaw,3,2,0
1995,Chris,Leben,The Crippler,"5' 11""",185 lbs.,"73.0""",Southpaw,22,11,0
1996,Mickael,Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,16,7,1
1997,Stephen,Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0
1998,Justin,Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,4,0
1999,James,Lee,,"5' 11""",205 lbs.,--,Southpaw,15,3,0
2000,David,Lee,,"5' 10""",155 lbs.,--,Orthodox,12,10,0
2001,Jackie,Lee,,--,--,--,,0,1,0
2002,Eun Soo,Lee,,"6' 1""",215 lbs.,--,Orthodox,17,4,0
2003,Tae Hyun,Lee,,"6' 6""",295 lbs.,--,Orthodox,1,2,0
2004,Tommy,Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0
2005,Matt,Lee,,"5' 11""",155 lbs.,--,Orthodox,14,10,1
2006,Imani,Lee,,--,--,--,Orthodox,2,4,0
2007,Vaughan,Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,13,1
2008,Kevin,Lee,The Motown Phenom,"5' 9""",170 lbs.,"77.0""",Orthodox,18,7,0
2009,Rocky,Lee,,"5' 9""",145 lbs.,--,Orthodox,3,2,0
2010,Andrea,Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,13,7,0
2011,JeongYeong,Lee,Korean Tiger,"5' 10""",145 lbs.,"73.0""",Orthodox,10,1,0
2012,JungHyun,Lee,The Phenom,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0
2013,ChangHo,Lee,,"5' 8""",135 lbs.,"69.0""",Orthodox,8,1,0
2014,Ricky,Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0
2015,Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0
2016,Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0
2017,Claudia,Leite,,"5' 3""",135 lbs.,"64.0""",Orthodox,8,3,0
2018,Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0
2019,Stefan,Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0
2020,Gabe,Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0
2021,Amanda,Lemos,,"5' 4""",115 lbs.,"65.0""",Southpaw,13,2,1
2022,Giacomo,Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0
2023,Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0
2024,Jesse,Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,14,4,0
2025,Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3
2026,Nik,Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2
2027,Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0
2028,Victoria,Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,9,6,0
2029,Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0
2030,Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0
2031,Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1
2032,Michael,Lerma,,--,--,--,,0,1,0
2033,Lukasz,Les,,--,170 lbs.,--,,8,3,0
2034,Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0
2035,Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0
2036,Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0
2037,Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",,5,3,0
2038,Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0
2039,Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0
2040,David,Levicki,,"6' 5""",275 lbs.,--,,1,3,0
2041,Kyle,Levinton,,--,--,--,,0,3,0
2042,Natan,Levy,Lethal,"5' 9""",155 lbs.,"71.0""",Southpaw,8,1,0
2043,John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3
2044,Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,26,11,0
2045,Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,3,0
2046,Brandon,Lewis,,"5' 4""",135 lbs.,"70.0""",Orthodox,6,2,0
2047,Malik,Lewis,Hard Knock,"6' 0""",155 lbs.,"76.0""",Orthodox,5,1,0
2048,Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1
2049,Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,19,8,0
2050,Li,Kaiwen,The Underdog,"5' 9""",145 lbs.,"72.0""",Southpaw,11,5,0
2051,Liang,Na,The Dragon Girl,"5' 5""",115 lbs.,"67.0""",Orthodox,19,6,0
2052,Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,20,11,0
2053,Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0
2054,Rodrigo,Lidio,Dynamis,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0
2055,Sam,Liera,,--,--,--,,12,10,0
2056,Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,9,11,0
2057,Scott,Lighty,,"6' 2""",205 lbs.,--,,6,2,0
2058,Chris,Liguori,,"5' 9""",185 lbs.,--,Orthodox,15,10,0
2059,Donnie,Liles,,"5' 9""",170 lbs.,--,Orthodox,17,7,0
2060,Jae Suk,Lim,,"5' 9""",170 lbs.,--,Orthodox,17,6,0
2061,Hyun Gyu,Lim,The Ace,"6' 3""",170 lbs.,"77.0""",Orthodox,13,7,1
2062,Juliana,Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",Orthodox,9,5,0
2063,Dhiego,Lima,,"6' 2""",170 lbs.,"75.0""",Orthodox,17,9,0
2064,Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0
2065,Mabelly,Lima,,"5' 2""",135 lbs.,--,Orthodox,7,1,0
2066,Miguel,Linares,,--,--,--,,2,4,0
2067,Emiliano,Linares,Golden Bull,"5' 8""",145 lbs.,"72.0""",Orthodox,8,2,0
2068,Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0
2069,Jake,Lindsey,The Librarian,"5' 11""",155 lbs.,--,Switch,12,7,0
2070,John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,9,0
2071,Austin,Lingo,Lights Out,"5' 10""",145 lbs.,"70.0""",Orthodox,9,2,0
2072,Lucio,Linhares,,"6' 2""",185 lbs.,--,Orthodox,19,8,0
2073,Philipe,Lins,Monstro,"6' 2""",205 lbs.,"78.0""",Orthodox,17,5,0
2074,Ariane,Lipski,Queen of Violence,"5' 6""",125 lbs.,"67.0""",Orthodox,15,8,0
2075,Tainara,Lisboa,Thai Panther,"5' 7""",135 lbs.,"67.0""",Orthodox,6,2,0
2076,Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,13,7,0
2077,Wesley,Little,,"6' 4""",205 lbs.,--,,4,8,0
2078,Abner,Lloveras,Skullman,"5' 11""",155 lbs.,--,,20,9,1
2079,Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,10,3
2080,John,Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4
2081,Artem,Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",Southpaw,13,15,1
2082,Dylan,Lockard,,"5' 9""",145 lbs.,"72.0""",Orthodox,6,2,0
2083,Sean,Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,31,5,0
2084,Christian,Lohsen,Hollywood,"6' 2""",155 lbs.,"77.0""",Southpaw,4,2,0
2085,David,Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",Orthodox,23,11,0
2086,Hector,Lombard,,"5' 9""",185 lbs.,"71.0""",Southpaw,34,10,1
2087,Michael,Lombardo,The Don,"6' 0""",170 lbs.,"72.0""",Orthodox,11,2,0
2088,Rocky,Long,,--,145 lbs.,--,,21,37,1
2089,Thomas,Longacre,,"5' 9""",145 lbs.,--,Orthodox,6,1,0
2090,Loma,Lookboonmee,,"5' 1""",115 lbs.,"61.0""",Orthodox,8,3,0
2091,Ange,Loosa,The Last Ninja,"5' 10""",170 lbs.,"74.0""",Orthodox,9,3,0
2092,Lucas,Lopes,,"6' 2""",185 lbs.,--,,29,19,0
2093,Dileno,Lopes,,"5' 5""",135 lbs.,--,,19,3,0
2094,Diego,Lopes,,"5' 11""",145 lbs.,"72.0""",Orthodox,21,6,0
2095,Bruno,Lopes,Brunao,--,205 lbs.,--,,11,0,0
2096,Ivan,Lopez,,"5' 6""",135 lbs.,--,Southpaw,14,3,1
2097,Steve,Lopez,,"5' 11""",155 lbs.,--,Orthodox,13,6,1
2098,Federico,Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,10,6,0
2099,Jorge,Lopez,,"5' 10""",170 lbs.,--,Orthodox,11,5,0
2100,Christopher,Lopez,,"5' 10""",170 lbs.,--,,9,1,0
2101,Matthew,Lopez,,"5' 7""",135 lbs.,"69.0""",Southpaw,10,4,0
2102,Benito,Lopez,Golden Boy,"5' 10""",135 lbs.,"73.0""",Switch,10,2,0
2103,Gustavo,Lopez,,"5' 5""",135 lbs.,"67.0""",Orthodox,12,6,1
2104,Brendan,Loughnane,,"5' 10""",145 lbs.,"70.0""",Switch,17,3,0
2105,Nate,Loughran,,"6' 2""",185 lbs.,--,Orthodox,11,2,0
2106,Rashard,Lovelace,,--,155 lbs.,--,,4,1,0
2107,Ian,Loveland,The Barn Owl,"5' 8""",145 lbs.,--,Orthodox,18,10,0
2108,Jakob,Lovstad,The Striking Viking,"6' 3""",205 lbs.,--,Orthodox,11,4,0
2109,Waylon,Lowe,,"5' 7""",145 lbs.,--,Southpaw,16,7,0
2110,Brandon,Lowe,,--,155 lbs.,--,,2,1,0
2111,Joe,Lowry,,"5' 11""",155 lbs.,"73.0""",Orthodox,9,2,0
2112,Lu,Kai,The Last Gladiator,"5' 9""",145 lbs.,"69.0""",Orthodox,8,5,0
2113,Lu,Zhengyong,,--,125 lbs.,--,,12,7,0
2114,Robert,Lucarelli,,"6' 2""",245 lbs.,--,,0,1,0
2115,Matt,Lucas,Luke Duke,"6' 1""",205 lbs.,--,,15,3,0
2116,Cleber,Luciano,,"5' 6""",155 lbs.,--,,14,6,0
2117,Iasmin,Lucindo,,"5' 3""",125 lbs.,"66.0""",Orthodox,14,5,0
2118,Duane,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",Orthodox,21,14,0
2119,Mike,Lullo,,"5' 8""",145 lbs.,--,Orthodox,8,3,0
2120,Dalcha,Lungiambula,Champion,"5' 8""",185 lbs.,"76.0""",Orthodox,11,6,0
2121,Alexandru,Lungu,,"6' 0""",385 lbs.,--,Orthodox,14,4,0
2122,Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"76.0""",Orthodox,21,9,1
2123,Thaddeus,Luster,,"6' 3""",210 lbs.,--,,0,1,0
2124,Travis,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,0
2125,Tucker,Lutz,Top Gun,"5' 8""",145 lbs.,"72.0""",Orthodox,12,3,0
2126,Lv,Zhenhong,,"5' 8""",145 lbs.,"67.0""",Switch,16,6,0
2127,Stevie,Lynch,,"5' 10""",170 lbs.,--,Orthodox,5,2,0
2128,Adam,Lynn,,"5' 10""",155 lbs.,--,Orthodox,17,10,0
2129,Chris,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,5
2130,Dong Hyun,Ma,Maestro,"5' 11""",155 lbs.,"70.0""",Orthodox,16,11,3
2131,Pawan,Maan,,"5' 7""",155 lbs.,"70.0""",Orthodox,7,3,1
2132,William,Macario,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,9,3,0
2133,Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,25,16,0
2134,Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0
2135,Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,19,4,0
2136,Ryan,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",Switch,10,2,0
2137,Clayton,MacFarlane,,--,170 lbs.,--,,4,1,0
2138,Ilima,Macfarlane,,"5' 4""",125 lbs.,--,,6,0,0
2139,Valesca,Machado,Tina Black,"5' 4""",115 lbs.,"63.0""",Orthodox,8,3,0
2140,Caio,Machado,Lionheart,--,145 lbs.,--,,14,7,0
2141,Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,24,8,0
2142,War,Machine,,"5' 11""",170 lbs.,--,Orthodox,14,5,0
2143,Anthony,Macias,Mad Dog,"5' 9""",185 lbs.,--,Switch,26,18,0
2144,Pauline,Macias,PITA,"5' 4""",115 lbs.,"64.0""",Southpaw,4,1,0
2145,Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"73.0""",Orthodox,14,6,0
2146,Don,Madge,Magic Man,"6' 0""",155 lbs.,"72.0""",Southpaw,9,3,1
2147,Ryan,Madigan,,"6' 0""",170 lbs.,--,Orthodox,5,3,0
2148,Jon,Madsen,,"6' 0""",240 lbs.,"72.0""",Orthodox,8,2,0
2149,Mark,Madsen,The Olympian,"5' 8""",155 lbs.,"72.0""",Orthodox,12,1,0
2150,Yoshiro,Maeda,,"5' 7""",139 lbs.,"68.0""",Southpaw,35,16,5
2151,Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,13,4,0
2152,Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"75.0""",Orthodox,14,9,0
2153,Vinicius,Magalhaes,Draculinho,--,145 lbs.,--,,2,1,0
2154,Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,10,3,0
2155,Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,13,4,0
2156,Eric,Magana,,--,--,--,,1,1,0
