,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
1997,Stephen,Ledbetter,,175.0,65.8,,Orthodox,8,3,0
1998,Justin,Ledet,El Blanco,193.0,93.0,203.0,Orthodox,9,4,0
1999,James,Lee,,180.0,93.0,,Southpaw,15,3,0
2000,David,Lee,,177.0,70.3,,Orthodox,12,10,0
2002,Eun Soo,Lee,,185.0,97.5,,Orthodox,17,4,0
2003,Tae Hyun,Lee,,198.0,133.8,,Orthodox,1,2,0
2004,Tommy,Lee,,170.0,65.8,,Orthodox,25,6,0
2005,Matt,Lee,,180.0,70.3,,Orthodox,14,10,1
2007,Vaughan,Lee,,167.0,56.7,167.0,Orthodox,14,13,1
2008,Kevin,Lee,The Motown Phenom,175.0,77.1,195.0,Orthodox,18,7,0
2009,Rocky,Lee,,175.0,65.8,,Orthodox,3,2,0
2010,Andrea,Lee,KGB,167.0,56.7,175.0,Orthodox,13,7,0
2011,JeongYeong,Lee,Korean Tiger,177.0,65.8,185.0,Orthodox,10,1,0
2012,JungHyun,Lee,The Phenom,165.0,56.7,165.0,Orthodox,8,1,0
2013,ChangHo,Lee,,172.0,61.2,175.0,Orthodox,8,1,0
2014,Ricky,Legere Jr.,IE Bad Boy,172.0,77.1,,,14,4,0
2015,Sherron,Leggett,Rob Roy,172.0,70.3,,Southpaw,21,6,0
2016,Cheyden,Leialoha,Steadfast,172.0,61.2,185.0,Orthodox,6,0,0
2017,Claudia,Leite,,160.0,61.2,162.0,Orthodox,8,3,0
2018,Thales,Leites,,185.0,83.9,198.0,Orthodox,28,9,0
2019,Stefan,Leko,Blitz,187.0,97.5,,Orthodox,0,3,0
2020,Gabe,Lemley,,172.0,70.3,,Orthodox,13,9,0
2021,Amanda,Lemos,,162.0,52.2,165.0,Southpaw,13,2,1
2022,Giacomo,Lemos,,190.0,112.0,190.0,Orthodox,6,0,0
2023,Christophe,Leninger,,182.0,90.7,,Southpaw,3,4,0
2024,Jesse,Lennox,The Ox,175.0,77.1,182.0,Orthodox,14,4,0
2025,Jean Francois,Lenogue,,182.0,83.9,,Orthodox,16,17,3
2026,Nik,Lentz,The Carny,172.0,65.8,172.0,Orthodox,30,12,2
2027,Alberta Cerra,Leon,,172.0,108.0,,,0,1,0
2028,Victoria,Leonardo,Fury,165.0,56.7,162.0,Orthodox,9,6,0
2029,Anthony,Leone,,167.0,61.2,,Orthodox,15,8,0
2030,Chad,Leonhardt,The Boss,182.0,77.1,,,9,4,0
2031,Kimo,Leopoldo,,190.0,106.6,,Orthodox,10,7,1
2033,Lukasz,Les,,,77.1,,,8,3,0
2034,Brock,Lesnar,,190.0,120.2,205.0,Orthodox,5,3,0
2035,Frank,Lester,,180.0,77.1,,Orthodox,11,6,0
2036,Valerie,Letourneau,Trouble,170.0,52.2,172.0,Orthodox,8,6,0
2037,Leah,Letson,Nidas,170.0,65.8,180.0,,5,3,0
2038,Justin,Levens,The Executioner,180.0,83.9,,Orthodox,10,7,0
2039,Marcus,LeVesseur,The Prospect,175.0,70.3,177.0,Southpaw,22,7,0
2040,David,Levicki,,195.0,124.7,,,1,3,0
2042,Natan,Levy,Lethal,175.0,70.3,180.0,Southpaw,8,1,0
2043,John,Lewis,,182.0,70.3,,Southpaw,3,4,3
2044,Derrick,Lewis,The Black Beast,190.0,117.9,200.0,Orthodox,26,11,0
2045,Bevon,Lewis,,190.0,83.9,200.0,Orthodox,7,3,0
2046,Brandon,Lewis,,162.0,61.2,177.0,Orthodox,6,2,0
2047,Malik,Lewis,Hard Knock,182.0,70.3,193.0,Orthodox,5,1,0
2048,Chi,Lewis-Parry,Chopper,205.0,110.2,,,7,0,1
2049,Li,Jingliang,The Leech,182.0,77.1,180.0,Orthodox,19,8,0
2050,Li,Kaiwen,The Underdog,175.0,65.8,182.0,Southpaw,11,5,0
2051,Liang,Na,The Dragon Girl,165.0,52.2,170.0,Orthodox,19,6,0
2052,Jess,Liaudin,The Joker,175.0,77.1,182.0,Orthodox,20,11,0
2053,Chuck,Liddell,The Iceman,187.0,93.0,193.0,Orthodox,21,8,0
2054,Rodrigo,Lidio,Dynamis,180.0,70.3,185.0,Orthodox,12,3,0
2056,Zach,Light,,172.0,77.1,,Orthodox,9,11,0
2057,Scott,Lighty,,187.0,93.0,,,6,2,0
2058,Chris,Liguori,,175.0,83.9,,Orthodox,15,10,0
2059,Donnie,Liles,,175.0,77.1,,Orthodox,17,7,0
2060,Jae Suk,Lim,,175.0,77.1,,Orthodox,17,6,0
2061,Hyun Gyu,Lim,The Ace,190.0,77.1,195.0,Orthodox,13,7,1
2062,Juliana,Lima,Ju Thai,165.0,52.2,165.0,Orthodox,9,5,0
2063,Dhiego,Lima,,187.0,77.1,190.0,Orthodox,17,9,0
2064,Douglas,Lima,The Phenom,185.0,77.1,,,29,6,0
2065,Mabelly,Lima,,157.0,61.2,,Orthodox,7,1,0
2067,Emiliano,Linares,Golden Bull,172.0,65.8,182.0,Orthodox,8,2,0
2068,Matt,Lindland,The Law,182.0,83.9,187.0,Southpaw,22,9,0
2069,Jake,Lindsey,The Librarian,180.0,70.3,,Switch,12,7,0
2070,John,Lineker,Hands of Stone,160.0,61.2,170.0,Orthodox,31,9,0
2071,Austin,Lingo,Lights Out,177.0,65.8,177.0,Orthodox,9,2,0
2072,Lucio,Linhares,,187.0,83.9,,Orthodox,19,8,0
2073,Philipe,Lins,Monstro,187.0,93.0,198.0,Orthodox,17,5,0
2074,Ariane,Lipski,Queen of Violence,167.0,56.7,170.0,Orthodox,15,8,0
2075,Tainara,Lisboa,Thai Panther,170.0,61.2,170.0,Orthodox,6,2,0
2076,Dean,Lister,The Boogeyman,185.0,83.9,190.0,Orthodox,13,7,0
2077,Wesley,Little,,193.0,93.0,,,4,8,0
2078,Abner,Lloveras,Skullman,180.0,70.3,,,20,9,1
2079,Brian,Lo-A-Njoe,,170.0,70.3,,Orthodox,6,10,3
2080,John,Lober,The Machine,180.0,90.3,,Orthodox,5,9,4
2081,Artem,Lobov,The Russian Hammer,175.0,65.8,165.0,Southpaw,13,15,1
2082,Dylan,Lockard,,175.0,65.8,182.0,Orthodox,6,2,0
2083,Sean,Loeffler,The Destroyer,190.0,83.9,,Orthodox,31,5,0
2084,Christian,Lohsen,Hollywood,187.0,70.3,195.0,Southpaw,4,2,0
2085,David,Loiseau,The Crow,182.0,83.9,193.0,Orthodox,23,11,0
2086,Hector,Lombard,,175.0,83.9,180.0,Southpaw,34,10,1
2087,Michael,Lombardo,The Don,182.0,77.1,182.0,Orthodox,11,2,0
2088,Rocky,Long,,,65.8,,,21,37,1
2089,Thomas,Longacre,,175.0,65.8,,Orthodox,6,1,0
2090,Loma,Lookboonmee,,154.0,52.2,154.0,Orthodox,8,3,0
2091,Ange,Loosa,The Last Ninja,177.0,77.1,187.0,Orthodox,9,3,0
2092,Lucas,Lopes,,187.0,83.9,,,29,19,0
2093,Dileno,Lopes,,165.0,61.2,,,19,3,0
2094,Diego,Lopes,,180.0,65.8,182.0,Orthodox,21,6,0
2095,Bruno,Lopes,Brunao,,93.0,,,11,0,0
2096,Ivan,Lopez,,167.0,61.2,,Southpaw,14,3,1
2097,Steve,Lopez,,180.0,70.3,,Orthodox,13,6,1
2098,Federico,Lopez,Kiko,162.0,63.0,,Orthodox,10,6,0
2099,Jorge,Lopez,,177.0,77.1,,Orthodox,11,5,0
2100,Christopher,Lopez,,177.0,77.1,,,9,1,0
2101,Matthew,Lopez,,170.0,61.2,175.0,Southpaw,10,4,0
2102,Benito,Lopez,Golden Boy,177.0,61.2,185.0,Switch,10,2,0
2103,Gustavo,Lopez,,165.0,61.2,170.0,Orthodox,12,6,1
2104,Brendan,Loughnane,,177.0,65.8,177.0,Switch,17,3,0
2105,Nate,Loughran,,187.0,83.9,,Orthodox,11,2,0
2106,Rashard,Lovelace,,,70.3,,,4,1,0
2107,Ian,Loveland,The Barn Owl,172.0,65.8,,Orthodox,18,10,0
2108,Jakob,Lovstad,The Striking Viking,190.0,93.0,,Orthodox,11,4,0
2109,Waylon,Lowe,,170.0,65.8,,Southpaw,16,7,0
2110,Brandon,Lowe,,,70.3,,,2,1,0
2111,Joe,Lowry,,180.0,70.3,185.0,Orthodox,9,2,0
2112,Lu,Kai,The Last Gladiator,175.0,65.8,175.0,Orthodox,8,5,0
2113,Lu,Zhengyong,,,56.7,,,12,7,0
2114,Robert,Lucarelli,,187.0,111.1,,,0,1,0
2115,Matt,Lucas,Luke Duke,185.0,93.0,,,15,3,0
2116,Cleber,Luciano,,167.0,70.3,,,14,6,0
2117,Iasmin,Lucindo,,160.0,56.7,167.0,Orthodox,14,5,0
2118,Duane,Ludwig,Bang,177.0,77.1,177.0,Orthodox,21,14,0
2119,Mike,Lullo,,172.0,65.8,,Orthodox,8,3,0
2120,Dalcha,Lungiambula,Champion,172.0,83.9,193.0,Orthodox,11,6,0
2121,Alexandru,Lungu,,182.0,174.6,,Orthodox,14,4,0
2122,Vicente,Luque,The Silent Assassin,180.0,77.1,193.0,Orthodox,21,9,1
2123,Thaddeus,Luster,,190.0,95.3,,,0,1,0
2124,Travis,Lutter,The Serial Killer,180.0,83.9,190.0,Orthodox,10,6,0
2125,Tucker,Lutz,Top Gun,172.0,65.8,182.0,Orthodox,12,3,0
2126,Lv,Zhenhong,,172.0,65.8,170.0,Switch,16,6,0
2127,Stevie,Lynch,,177.0,77.1,,Orthodox,5,2,0
2128,Adam,Lynn,,177.0,70.3,,Orthodox,17,10,0
2129,Chris,Lytle,Lights Out,180.0,77.1,172.0,Orthodox,31,18,5
2130,Dong Hyun,Ma,Maestro,180.0,70.3,177.0,Orthodox,16,11,3
2131,Pawan,Maan,,170.0,70.3,177.0,Orthodox,7,3,1
2132,William,Macario,Patolino,180.0,77.1,190.0,Orthodox,9,3,0
2133,Jason,MacDonald,The Athlete,190.0,83.9,203.0,Orthodox,25,16,0
2134,Rob,MacDonald,Maximus,190.0,93.0,198.0,Orthodox,5,4,0
2135,Rory,MacDonald,Red King,182.0,77.1,193.0,Orthodox,19,4,0
2136,Ryan,MacDonald,Main Event,180.0,61.2,180.0,Switch,10,2,0
2137,Clayton,MacFarlane,,,77.1,,,4,1,0
2138,Ilima,Macfarlane,,162.0,56.7,,,6,0,0
2139,Valesca,Machado,Tina Black,162.0,52.2,160.0,Orthodox,8,3,0
2140,Caio,Machado,Lionheart,,65.8,,,14,7,0
2141,Lyoto,Machida,The Dragon,185.0,83.9,187.0,Southpaw,24,8,0
2142,War,Machine,,180.0,77.1,,Orthodox,14,5,0
2143,Anthony,Macias,Mad Dog,175.0,83.9,,Switch,26,18,0
2144,Pauline,Macias,PITA,162.0,52.2,162.0,Southpaw,4,1,0
2145,Reza,Madadi,Mad Dog,180.0,70.3,185.0,Orthodox,14,6,0
2146,Don,Madge,Magic Man,182.0,70.3,182.0,Southpaw,9,3,1
2147,Ryan,Madigan,,182.0,77.1,,Orthodox,5,3,0
2148,Jon,Madsen,,182.0,108.9,182.0,Orthodox,8,2,0
2149,Mark,Madsen,The Olympian,172.0,70.3,182.0,Orthodox,12,1,0
2150,Yoshiro,Maeda,,170.0,63.0,172.0,Southpaw,35,16,5
2151,Leonardo,Mafra,Macarrao,177.0,70.3,177.0,Orthodox,13,4,0
2152,Vinny,Magalhaes,Pezao,190.0,93.0,190.0,Orthodox,14,9,0
2153,Vinicius,Magalhaes,Draculinho,,65.8,,,2,1,0
2154,Caio,Magalhaes,Hellboy,185.0,83.9,185.0,Orthodox,10,3,0
2155,Bernardo,Magalhaes,Trekko,175.0,70.3,,Orthodox,13,4,0
2157,Brandon,Magana,,,77.1,,Orthodox,6,2,0
2158,Angela,Magana,Your Majesty,154.0,52.2,165.0,Orthodox,11,9,0
2159,Neil,Magny,The Haitian Sensation,190.0,77.1,203.0,Orthodox,27,11,0
2160,Ibragim,Magomedov,,182.0,113.4,,Orthodox,22,8,1
2161,Rashid,Magomedov,Highlander,175.0,70.3,177.0,Orthodox,20,2,0
2162,Ruslan,Magomedov,Leopard,190.0,109.8,198.0,Orthodox,14,1,0
2163,Abus,Magomedov,,187.0,83.9,198.0,Orthodox,25,4,1
2164,Shara,Magomedov,Bullet,187.0,77.1,,,11,0,0
2165,Zabit,Magomedsharipov,,185.0,65.8,185.0,Orthodox,18,1,0
2166,John,Maguire,The One,175.0,70.3,175.0,Southpaw,24,9,0
2168,Michelle,Maher,,,65.8,,,1,2,0
2169,,Maheshate,,182.0,70.3,180.0,Orthodox,9,3,0
2170,Bill,Mahood,The Butcher,190.0,90.7,,Orthodox,20,7,1
2171,Klayton,Mai,,175.0,56.7,,,8,3,0
2172,Demian,Maia,,185.0,77.1,182.0,Southpaw,28,11,0
2173,Jennifer,Maia,,162.0,56.7,162.0,Orthodox,21,9,1
2174,Nayara,Maia,Capita,165.0,56.7,167.0,Orthodox,7,1,1
2175,Roshan,Mainam,The Indian Notorious,,61.2,,,6,3,0
2176,Levan,Makashvili,The Hornet,172.0,65.8,172.0,Orthodox,15,2,1
2177,John,Makdessi,The Bull,172.0,70.3,172.0,Orthodox,18,8,0
2178,Islam,Makhachev,,177.0,70.3,177.0,Southpaw,24,1,0
2179,Aliev,Makhmud,,167.0,88.5,,Southpaw,0,1,0
2180,Zach,Makovsky,Fun Size,162.0,56.7,162.0,Southpaw,20,8,0
2181,Azat,Maksum,Kazakh,,56.7,,,16,0,0
2182,Jeremy,Malaterre,,180.0,70.3,,,4,2,0
2183,Fabio,Maldonado,Caipira de Aco,185.0,93.0,190.0,Orthodox,23,11,0
2184,Marvin,Maldonado,The Bulldog,167.0,61.2,,,2,4,0
2185,Bea,Malecki,,175.0,61.2,187.0,Orthodox,4,1,0
2186,Nazareno,Malegarie,El Tigre,172.0,70.3,,,28,4,0
2187,Carl,Malenko,,180.0,90.7,,Orthodox,6,4,0
2188,Jacob,Malkoun,Mamba,175.0,83.9,185.0,Orthodox,7,2,0
2189,Mike,Malott,Proper,185.0,77.1,185.0,Orthodox,10,1,1
2191,Troy,Mandaloniz,Rude Boy,175.0,77.1,,Orthodox,3,2,0
2192,Nate,Maness,Mayhem,177.0,56.7,182.0,Orthodox,14,3,0
2193,Michael,Mangan,,,70.3,,,0,3,0
2194,Gary,Mangat,,170.0,61.2,,,15,3,0
2195,Melvin,Manhoef,No Mercy,175.0,83.9,,Orthodox,30,14,1
2196,Melchor,Manibusan,Barracuda,165.0,69.9,,Southpaw,2,4,0
2197,Jon,Manley,,185.0,77.1,,Orthodox,9,4,0
2198,Steve,Mann,,185.0,77.1,,,12,5,0
2199,Marnic,Mann,The Sawed-Off Savage,152.0,52.2,162.0,Southpaw,5,1,0
2200,Chris,Manuel,,175.0,61.2,,Orthodox,9,7,2
2201,Jimi,Manuwa,Poster Boy,185.0,93.0,200.0,Orthodox,17,6,0
2202,Cristiano,Marcello,,175.0,70.3,182.0,Orthodox,13,6,0
2203,Daniel,Marcos,Soncora,170.0,61.2,175.0,Orthodox,14,0,0
2204,Jose,Maria,No Chance,165.0,56.7,,Orthodox,37,7,0
2205,Marcos,Mariano,Dhalsim,185.0,70.3,193.0,Switch,6,6,0
2206,Enrique,Marin,Wasabi,177.0,77.1,,,10,4,0
2207,Jose,Mariscal,Machine Gun,,70.3,,,13,6,0
2208,Ronny,Markes,,185.0,83.9,190.0,Orthodox,17,5,0
2209,Rory,Markham,,182.0,77.1,180.0,Orthodox,17,6,0
2210,Randa,Markos,Quiet Storm,162.0,52.2,160.0,Orthodox,11,12,1
2211,Christina,Marks,,170.0,56.7,175.0,Orthodox,8,9,0
2212,Nate,Marquardt,The Great,182.0,83.9,187.0,Orthodox,35,19,2
2213,Danilo,Marques,,198.0,93.0,195.0,Orthodox,11,4,0
2214,Julian,Marquez,The Cuban Missile Crisis,187.0,83.9,182.0,Orthodox,9,4,0
2215,Carmelo,Marrero,The Fury,182.0,93.0,185.0,Orthodox,16,6,0
2217,John,Marsh,,182.0,120.2,,Orthodox,8,7,0
2219,Eliot,Marshall,Fire,187.0,93.0,195.0,Orthodox,10,4,0
2220,Doug,Marshall,The Rhino,177.0,93.0,,Orthodox,18,8,0
2221,David,Marshall,,187.0,77.1,,,8,4,0
2222,Francis,Marshall,Fire,175.0,65.8,182.0,Orthodox,7,1,0
2223,Jack,Marshman,The Hammer,182.0,83.9,185.0,Orthodox,23,10,0
2224,Terry,Martin,,172.0,83.9,180.0,Orthodox,23,11,0
2226,Justin,Martin,,182.0,83.9,,,4,3,0
2227,Dave,Martin,,182.0,93.0,,,0,2,0
2228,Joe,Martin,,175.0,77.1,,,6,8,0
2229,Anthony Rocco,Martin,,182.0,77.1,185.0,Orthodox,17,6,0
2230,Mallory,Martin,,162.0,52.2,160.0,Orthodox,7,5,0
2231,Michal,Martinek,,187.0,104.3,,Southpaw,7,1,0
2232,Rainy,Martinez,,182.0,90.3,,Orthodox,0,2,0
2233,Danny,Martinez,The Gremlin,167.0,56.7,170.0,Orthodox,21,8,0
2234,Alonzo,Martinez,Zo Diddy,177.0,70.3,,,42,20,1
2235,Henry,Martinez,Sicario,170.0,70.3,175.0,Southpaw,9,4,0
2236,Jonathan,Martinez,Dragon,172.0,61.2,177.0,Southpaw,18,4,0
2237,Poppies,Martinez,The Tachi Kid,175.0,65.8,,,29,11,0
2238,Andrew,Martinez,Mickey D,175.0,97.5,,,9,6,0
2239,Mana,Martinez,ManaBoi,177.0,61.2,177.0,Orthodox,10,4,0
2240,Victor,Martinez,The Brick,172.0,70.3,177.0,Orthodox,13,5,0
2241,Roque,Martinez,,177.0,113.4,182.0,Orthodox,15,8,2
2242,Melissa,Martinez,Super Mely,157.0,52.2,167.0,Southpaw,7,1,0
2243,Wagner da Conceicao,Martins,Zuluzinho,200.0,176.9,,Orthodox,9,8,0
2244,Adriano,Martins,,177.0,70.3,182.0,Southpaw,28,9,0
2245,Lucas,Martins,Mineiro,182.0,65.8,182.0,Southpaw,19,3,0
2246,Max,Martyniouk,Payne,,70.3,,,1,1,0
2247,Bristol,Marunde,,185.0,77.1,190.0,Orthodox,16,10,0
2248,Shoji,Maruyama,,170.0,63.0,,Orthodox,12,9,1
2249,Kazuma,Maruyama,Gluttony,180.0,70.3,182.0,Orthodox,11,7,0
2250,Mike,Massenzio,The Master of Disaster,187.0,83.9,185.0,Southpaw,13,9,0
2251,Jameel,Massouh,,177.0,65.8,182.0,Orthodox,26,9,0
2252,Tiffany,Masters,Rainbow Renegade,160.0,52.2,165.0,Orthodox,2,1,0
2253,Jorge,Masvidal,Gamebred,180.0,77.1,187.0,Orthodox,35,17,0
2254,Al,Matavao,Sweetness,172.0,93.0,170.0,Orthodox,8,3,0
2255,Tateki,Matsuda,Tech,170.0,56.7,,Orthodox,13,8,0
2256,Daijiro,Matsui,,175.0,90.7,,Orthodox,13,29,7
2257,Koichiro,Matsumoto,,170.0,65.8,,,15,3,1
2258,Koyomi,Matsushima,,170.0,65.8,167.0,Orthodox,13,6,0
2259,Naoki,Matsushita,,167.0,70.3,,Orthodox,12,16,11
2260,AJ,Matthews,,180.0,83.9,,,8,7,0
2261,Jake,Matthews,The Celtic Kid,180.0,77.1,185.0,Orthodox,18,6,0
2262,Connor,Matthews,The Controller,172.0,65.8,,Switch,5,1,0
2263,Claudio,Mattos,Popeye,,83.9,,Orthodox,5,4,0
2264,John,Matua,,187.0,181.4,,Orthodox,1,4,0
2266,Vladimir,Matyushenko,The Janitor,182.0,93.0,187.0,Orthodox,27,8,0
2267,Miranda,Maverick,Fear The,160.0,56.7,165.0,Southpaw,13,5,0
2268,Nick,Maximov,,182.0,83.9,193.0,Southpaw,8,2,0
2269,Elaina,Maxwell,Beef,172.0,65.8,,Orthodox,7,4,0
2270,Jeremy,May,,185.0,83.9,,,13,10,0
2271,Jack,May,The Outlaw,203.0,115.7,,Switch,9,3,0
2272,Don'Tale,Mayes,Lord Kong,198.0,117.9,205.0,Orthodox,10,5,0
2273,Gray,Maynard,,175.0,70.3,177.0,Orthodox,13,7,1
2274,Brooke,Mayo,The Bully,170.0,56.7,,,0,1,0
2275,Gina,Mazany,Danger,167.0,56.7,172.0,Southpaw,7,6,0
2276,Sabina,Mazo,Colombian Queen,170.0,56.7,177.0,Orthodox,9,4,0
2277,Scott,McAfee,,172.0,70.3,,Orthodox,14,7,0
2279,Michael,McBride,,185.0,70.3,,Orthodox,8,3,0
2280,Ian,McCall,Uncle Creepy,165.0,56.7,162.0,Orthodox,13,5,1
2281,Molly,McCann,Meatball,162.0,56.7,157.0,Orthodox,13,5,0
2282,Charles,McCarthy,Chainsaw,177.0,83.9,180.0,Orthodox,10,5,0
2283,Sean,McCorkle,,200.0,120.2,205.0,Orthodox,17,7,0
2284,Kris,McCray,Savage,182.0,77.1,193.0,Orthodox,8,5,0
2285,Tamdan,McCrory,The Barncat,193.0,83.9,193.0,Switch,14,5,0
2286,Rob,McCullough,Razor,175.0,70.3,175.0,Orthodox,19,8,0
2287,Justin,McCully,The Insane One,185.0,102.1,185.0,Orthodox,11,5,2
2288,Robert,McDaniel,Bubba,190.0,83.9,190.0,Southpaw,28,10,0
2289,Michael,McDonald,The Black Sniper,180.0,93.0,,Orthodox,1,1,0
2291,Michael,McDonald,Mayday,175.0,61.2,177.0,Orthodox,17,4,0
2292,Josh,McDonald,,,83.9,,,9,5,0
2293,Miles,McDonald,,170.0,52.2,,,2,1,0
2294,Justin,McElfresh,,198.0,93.0,,Orthodox,6,4,0
2295,Drew,McFedries,The Massacre,182.0,83.9,182.0,Southpaw,12,7,0
2296,Liam,McGeary,,198.0,93.0,,,12,2,0
2297,Gan,McGee,The Giant,208.0,120.2,,Orthodox,13,5,0
2298,Court,McGee,The Crusher,180.0,77.1,190.0,Orthodox,22,12,0
2299,Marcus,McGhee,The Maniac,172.0,61.2,175.0,Orthodox,7,1,0
2300,Ryan,McGillivray,The Kid,180.0,77.1,,,12,0,1
2301,Ryan,McGivern,,182.0,83.9,,Orthodox,13,7,0
2303,Conor,McGregor,The Notorious,175.0,70.3,187.0,Southpaw,22,6,0
2304,Greg,McIntyre,,177.0,70.3,,Orthodox,6,4,0
2305,Antonio,McKee,Mandingo,172.0,70.3,,Southpaw,29,6,2
2306,AJ,McKee,Mercenary,177.0,65.8,,,8,0,0
2307,Rhys,McKee,Skeletor,187.0,77.1,198.0,Orthodox,10,4,1
2308,Cory,McKenna,Poppins,160.0,52.2,147.0,Orthodox,8,2,0
2309,Tim,McKenzie,,182.0,83.9,187.0,Orthodox,14,9,0
2310,Cody,McKenzie,,182.0,70.3,182.0,Switch,16,10,0
2311,Terrance,McKinney,T. Wrecks,177.0,70.3,185.0,Switch,13,5,0
2312,Brian,McLaughlin,,175.0,70.3,,,6,2,0
2313,Jason,McLean,,165.0,65.8,,,6,7,0
2314,Garreth,McLellan,Soldier Boy,185.0,83.9,182.0,Southpaw,13,6,0
2315,Sara,McMann,,167.0,61.2,167.0,Orthodox,13,6,0
2316,James,McSweeney,The Hammer,193.0,104.3,195.0,Switch,15,15,0
2318,Daniel,McWilliams,The Animal,185.0,83.9,,,15,37,0
2319,Tim,Means,The Dirty Bird,187.0,77.1,190.0,Orthodox,32,15,1
2320,Yancy,Medeiros,,177.0,70.3,190.0,Orthodox,15,8,0
2321,Anistavio,Medeiros,Gasparzinho,167.0,65.8,,Orthodox,19,10,0
2322,Kaline,Medeiros,The Dark Angel,160.0,52.2,,,8,5,0
2323,Uros,Medic,The Doctor,185.0,70.3,180.0,Southpaw,8,1,0
2324,Todd,Medina,El Tiburon,177.0,87.5,,Southpaw,11,9,0
2325,Jason,Medina,,175.0,81.6,,,21,15,1
2326,Emil,Meek,Valhalla,180.0,77.1,187.0,Switch,9,5,1
2327,Sanford Alton,Meeks,,195.0,120.2,190.0,Orthodox,1,1,0
2328,Gerald,Meerschaert,GM3,185.0,83.9,195.0,Southpaw,35,16,0
2329,Frank,Megallon,,177.0,83.9,,Southpaw,2,3,0
2330,Derrick,Mehmen,Caveman,193.0,93.0,,,19,9,0
2331,Miika,Mehmet,,,93.0,,Orthodox,3,5,0
2332,Jordan,Mein,Young Gun,182.0,77.1,185.0,Orthodox,31,12,0
2333,Bryce,Mejia,,185.0,77.1,,,3,1,0
2334,Brian,Melancon,,172.0,77.1,,Orthodox,7,3,0
2335,Brandon,Melendez,The Murderer,180.0,70.3,,Southpaw,25,25,0
2336,Gilbert,Melendez,El Nino,175.0,65.8,185.0,Orthodox,22,8,0
2337,Nair,Melikyan,Ahalkalakski,167.0,70.3,,,11,0,0
2338,Marcelo,Mello,,170.0,77.1,,Southpaw,1,0,0
2339,Fabio,Mello,,165.0,70.3,,Southpaw,11,8,0
2340,Vanessa,Melo,,165.0,61.2,165.0,Orthodox,11,8,0
2341,Antonio,Mendes,Samurai,190.0,93.0,195.0,Southpaw,18,13,0
2342,Chad,Mendes,Money,167.0,65.8,167.0,Orthodox,18,5,0
2343,Augusto,Mendes,Tanquinho,167.0,61.2,165.0,Orthodox,6,2,0
2344,Eddie,Mendez,,177.0,83.9,,,8,3,1
2345,Mateus,Mendonca,Bocao,167.0,61.2,180.0,Orthodox,10,1,0
2346,Luis,Mendoza,,,70.3,,,0,1,0
2347,Pietro,Menga,,170.0,56.7,172.0,Southpaw,13,0,0
2348,Alonzo,Menifield,Atomic,182.0,93.0,193.0,Orthodox,13,3,1
2349,Ivan,Menjivar,The Pride of El Salvador,167.0,65.8,162.0,Orthodox,25,12,0
2350,Dave,Menne,The Warrior,177.0,77.1,,Orthodox,45,17,2
2351,Steve,Mensing,The Machine,180.0,83.9,,Orthodox,9,13,2
2352,Buck,Meredith,,187.0,83.9,,,3,3,0
2353,Adam,Meredith,,187.0,77.1,,,5,3,0
2355,Joe,Merritt,,182.0,77.1,,Orthodox,7,2,0
2356,Jeremiah,Metcalf,,185.0,83.9,,Orthodox,13,7,0
2357,Jonathan,Meunier,District,190.0,77.1,,Switch,8,1,0
2358,Yaotzin,Meza,,175.0,65.8,180.0,Orthodox,21,11,0
2359,Guy,Mezger,,185.0,90.7,,Orthodox,30,14,2
2360,Brandon,Michaels,,175.0,83.9,,,4,14,0
2361,Andreas,Michailidis,The Spartan,182.0,77.1,193.0,Orthodox,13,6,0
2362,David,Michaud,BullDawg,175.0,70.3,,Orthodox,11,3,0
2363,Chris,Mickle,,175.0,65.8,,Orthodox,30,21,2
2364,Zachary,Micklewright,,182.0,70.3,187.0,Southpaw,15,3,0
2365,Kristof,Midoux,The Hurricane,185.0,99.8,,Orthodox,6,10,0
2366,Keith,Mielke,,172.0,83.9,,,0,5,0
2367,Chris,Mierzwiak,,185.0,83.9,,,5,3,0
2368,Gabriel,Miglioli,Biel,172.0,77.1,,,9,9,0
2369,Bojan,Mihajlovic,,180.0,93.0,185.0,Orthodox,10,6,0
2370,Billy,Miles,The Kid,177.0,77.1,,Orthodox,2,2,0
2371,Pat,Miletich,The Croatian Sensation,177.0,77.1,,Orthodox,29,7,2
2372,Curtis,Millender,Curtious,187.0,77.1,193.0,Orthodox,17,5,0
2373,Phillip,Miller,,180.0,83.9,,Orthodox,16,0,0
2374,Jason,Miller,Mayhem,185.0,83.9,,Orthodox,23,10,0
2375,Dan,Miller,,185.0,83.9,187.0,Orthodox,14,8,0
2376,Jim,Miller,A-10,172.0,70.3,180.0,Southpaw,36,17,0
2377,Cole,Miller,Magrinho,185.0,65.8,185.0,Orthodox,21,11,0
2378,Henry,Miller,Sentoryu,170.0,122.5,,Southpaw,6,16,0
2379,Micah,Miller,Maverick,182.0,65.8,,Orthodox,20,8,0
2380,Aaron,Miller,Blood Spiller,175.0,65.8,,,14,10,0
2381,Mo,Miller,Moshow,172.0,61.2,182.0,Orthodox,6,0,0
2382,Juliana,Miller,Killer,170.0,56.7,167.0,Orthodox,4,2,0
2383,Eddy,Millis,,185.0,83.9,,,0,2,0
